channel1,channel2
6.38,6.38
4.28,4.28
-0.81,-0.81
-7.61,-7.61
-13.84,-13.84
-18.01,-18.01
-19.89,-19.89
-21.0,-21.0
-21.09,-21.09
-20.93,-20.93
-19.78,-19.78
-16.37,-16.37
-11.5,-11.5
-5.42,-5.42
1.11,1.11
7.32,7.32
12.98,12.98
17.84,17.84
22.14,22.14
25.91,25.91
28.13,28.13
27.59,27.59
23.29,23.29
13.28,13.28
-2.4,-2.4
-22.67,-22.67
-44.27,-44.27
-63.9,-63.9
-79.59,-79.59
-90.14,-90.14
-94.82,-94.82
-94.7,-94.7
-90.3,-90.3
-82.45,-82.45
-71.89,-71.89
-58.43,-58.43
-42.07,-42.07
-24.36,-24.36
-7.81,-7.81
6.34,6.34
18.11,18.11
28.27,28.27
37.84,37.84
48.56,48.56
60.42,60.42
73.67,73.67
86.8,86.8
99.78,99.78
112.37,112.37
125.59,125.59
141.67,141.67
161.83,161.83
186.53,186.53
214.73,214.73
244.89,244.89
274.23,274.23
301.02,301.02
323.27,323.27
340.02,340.02
351.3,351.3
357.69,357.69
359.95,359.95
358.64,358.64
353.8,353.8
345.69,345.69
335.36,335.36
323.06,323.06
309.59,309.59
294.19,294.19
276.64,276.64
256.7,256.7
235.66,235.66
214.77,214.77
194.8,194.8
175.47,175.47
156.78,156.78
138.77,138.77
122.12,122.12
107.37,107.37
94.49,94.49
82.46,82.46
70.77,70.77
58.94,58.94
46.45,46.45
34.07,34.07
22.05,22.05
11.38,11.38
1.56,1.56
-7.66,-7.66
-17.31,-17.31
-27.12,-27.12
-36.33,-36.33
-43.2,-43.2
-48.0,-48.0
-51.0,-51.0
-53.97,-53.97
-57.9,-57.9
-63.29,-63.29
-70.36,-70.36
-78.62,-78.62
-87.28,-87.28
-95.1,-95.1
-101.59,-101.59
-106.0,-106.0
-108.11,-108.11
-108.93,-108.93
-109.72,-109.72
-110.5,-110.5
-112.24,-112.24
-114.46,-114.46
-116.39,-116.39
-117.28,-117.28
-117.15,-117.15
-116.0,-116.0
-115.09,-115.09
-115.18,-115.18
-116.24,-116.24
-117.78,-117.78
-119.04,-119.04
-120.51,-120.51
-121.96,-121.96
-123.12,-123.12
-124.01,-124.01
-124.12,-124.12
-123.96,-123.96
-124.53,-124.53
-126.07,-126.07
-128.59,-128.59
-130.81,-130.81
-132.49,-132.49
-133.14,-133.14
-132.25,-132.25
-129.36,-129.36
-123.73,-123.73
-116.12,-116.12
-107.57,-107.57
-99.59,-99.59
-93.65,-93.65
-89.76,-89.76
-87.89,-87.89
-87.28,-87.28
-87.16,-87.16
-86.02,-86.02
-84.13,-84.13
-81.0,-81.0
-77.63,-77.63
-75.04,-75.04
-73.2,-73.2
-72.37,-72.37
-72.04,-72.04
-72.2,-72.2
-72.84,-72.84
-73.47,-73.47
-73.09,-73.09
-71.44,-71.44
-69.05,-69.05
-66.42,-66.42
-64.06,-64.06
-62.45,-62.45
-61.36,-61.36
-60.51,-60.51
-59.66,-59.66
-58.81,-58.81
-57.21,-57.21
-54.86,-54.86
-51.28,-51.28
-47.47,-47.47
-44.2,-44.2
-41.44,-41.44
-38.7,-38.7
-36.48,-36.48
-35.03,-35.03
-34.33,-34.33
-34.39,-34.39
-33.94,-33.94
-32.74,-32.74
-31.04,-31.04
-29.11,-29.11
-27.44,-27.44
-26.28,-26.28
-25.88,-25.88
-26.22,-26.22
-27.06,-27.06
-27.89,-27.89
-27.96,-27.96
-27.27,-27.27
-26.58,-26.58
-26.39,-26.39
-26.71,-26.71
-27.52,-27.52
-28.06,-28.06
-27.59,-27.59
-25.38,-25.38
-21.44,-21.44
-16.77,-16.77
-13.14,-13.14
-11.05,-11.05
-9.98,-9.98
-8.66,-8.66
-6.84,-6.84
-5.55,-5.55
-5.27,-5.27
-5.99,-5.99
-6.21,-6.21
-3.42,-3.42
2.59,2.59
11.3,11.3
20.69,20.69
29.23,29.23
35.43,35.43
38.58,38.58
37.43,37.43
32.05,32.05
24.45,24.45
17.94,17.94
15.22,15.22
17.02,17.02
22.06,22.06
28.3,28.3
34.22,34.22
38.08,38.08
39.41,39.41
38.47,38.47
36.03,36.03
33.34,33.34
31.2,31.2
30.81,30.81
31.92,31.92
34.77,34.77
39.08,39.08
43.84,43.84
47.06,47.06
47.23,47.23
44.91,44.91
42.09,42.09
40.31,40.31
40.77,40.77
43.48,43.48
46.91,46.91
50.28,50.28
52.64,52.64
53.7,53.7
53.5,53.5
52.05,52.05
49.59,49.59
46.41,46.41
43.5,43.5
41.11,41.11
39.73,39.73
39.61,39.61
40.48,40.48
41.59,41.59
42.69,42.69
43.77,43.77
44.33,44.33
44.63,44.63
45.16,45.16
45.69,45.69
45.95,45.95
45.95,45.95
45.7,45.7
45.45,45.45
44.94,44.94
44.19,44.19
42.92,42.92
41.42,41.42
39.67,39.67
38.42,38.42
37.19,37.19
36.97,36.97
37.73,37.73
39.48,39.48
41.72,41.72
43.44,43.44
43.86,43.86
42.8,42.8
41.47,41.47
40.66,40.66
40.58,40.58
41.27,41.27
42.69,42.69
44.58,44.58
46.2,46.2
46.8,46.8
46.14,46.14
44.73,44.73
43.08,43.08
41.92,41.92
42.03,42.03
43.14,43.14
43.97,43.97
44.53,44.53
44.34,44.34
43.64,43.64
42.44,42.44
41.0,41.0
39.81,39.81
39.13,39.13
38.95,38.95
39.02,39.02
38.58,38.58
37.88,37.88
37.19,37.19
36.48,36.48
35.8,35.8
34.86,34.86
33.92,33.92
33.23,33.23
32.8,32.8
33.38,33.38
34.67,34.67
36.22,36.22
37.48,37.48
37.98,37.98
37.97,37.97
37.7,37.7
37.19,37.19
36.67,36.67
36.66,36.66
36.63,36.63
36.34,36.34
36.31,36.31
36.28,36.28
35.48,35.48
33.94,33.94
31.91,31.91
29.89,29.89
27.89,27.89
26.14,26.14
24.42,24.42
23.2,23.2
22.98,22.98
24.03,24.03
25.31,25.31
26.06,26.06
25.31,25.31
23.31,23.31
21.33,21.33
19.87,19.87
19.91,19.91
21.2,21.2
22.97,22.97
24.98,24.98
26.47,26.47
26.92,26.92
26.64,26.64
24.84,24.84
22.56,22.56
20.8,20.8
20.3,20.3
20.55,20.55
21.53,21.53
23.02,23.02
24.73,24.73
26.42,26.42
27.36,27.36
27.27,27.27
26.17,26.17
24.34,24.34
22.28,22.28
19.97,19.97
17.94,17.94
15.91,15.91
14.41,14.41
13.41,13.41
12.17,12.17
10.95,10.95
8.98,8.98
6.53,6.53
4.35,4.35
2.19,2.19
0.55,0.55
0.17,0.17
1.05,1.05
2.92,2.92
5.02,5.02
6.1,6.1
5.93,5.93
5.0,5.0
3.83,3.83
3.66,3.66
3.76,3.76
4.09,4.09
3.93,3.93
2.52,2.52
0.12,0.12
-3.52,-3.52
-6.86,-6.86
-8.67,-8.67
-8.72,-8.72
-7.02,-7.02
-4.82,-4.82
-2.9,-2.9
-1.99,-1.99
-2.34,-2.34
-3.95,-3.95
-6.28,-6.28
-8.84,-8.84
-10.63,-10.63
-11.65,-11.65
-11.91,-11.91
-11.16,-11.16
-10.42,-10.42
-9.94,-9.94
-9.45,-9.45
-9.48,-9.48
-9.75,-9.75
-9.76,-9.76
-9.77,-9.77
-9.78,-9.78
-9.79,-9.79
-10.8,-10.8
-12.3,-12.3
-13.53,-13.53
-14.0,-14.0
-12.96,-12.96
-10.18,-10.18
-6.93,-6.93
-3.45,-3.45
-1.0,-1.0
0.42,0.42
0.58,0.58
-0.26,-0.26
-1.59,-1.59
-3.16,-3.16
-4.47,-4.47
-5.51,-5.51
-6.29,-6.29
-7.57,-7.57
-8.58,-8.58
-9.33,-9.33
-10.32,-10.32
-11.31,-11.31
-13.28,-13.28
-15.73,-15.73
-18.41,-18.41
-20.31,-20.31
-20.94,-20.94
-20.56,-20.56
-19.68,-19.68
-18.05,-18.05
-16.69,-16.69
-15.59,-15.59
-15.5,-15.5
-15.65,-15.65
-15.55,-15.55
-15.2,-15.2
-15.1,-15.1
-15.5,-15.5
-16.39,-16.39
-17.27,-17.27
-17.14,-17.14
-16.51,-16.51
-15.88,-15.88
-16.26,-16.26
-17.63,-17.63
-18.98,-18.98
-19.83,-19.83
-19.91,-19.91
-19.48,-19.48
-19.3,-19.3
-20.13,-20.13
-21.7,-21.7
-23.24,-23.24
-24.77,-24.77
-25.28,-25.28
-25.29,-25.29
-25.03,-25.03
-25.03,-25.03
-25.02,-25.02
-25.02,-25.02
-24.5,-24.5
-23.74,-23.74
-23.73,-23.73
-24.72,-24.72
-26.7,-26.7
-29.65,-29.65
-32.82,-32.82
-35.2,-35.2
-36.56,-36.56
-36.16,-36.16
-34.25,-34.25
-31.35,-31.35
-28.73,-28.73
-27.87,-27.87
-29.27,-29.27
-31.9,-31.9
-34.5,-34.5
-36.07,-36.07
-36.13,-36.13
-35.17,-35.17
-33.47,-33.47
-31.53,-31.53
-30.35,-30.35
-30.44,-30.44
-31.51,-31.51
-32.82,-32.82
-33.36,-33.36
-33.14,-33.14
-31.92,-31.92
-30.21,-30.21
-27.76,-27.76
-25.82,-25.82
-25.4,-25.4
-25.98,-25.98
-27.05,-27.05
-27.86,-27.86
-27.4,-27.4
-26.7,-26.7
-26.24,-26.24
-26.29,-26.29
-26.59,-26.59
-26.37,-26.37
-26.16,-26.16
-25.69,-25.69
-25.47,-25.47
-24.75,-24.75
-23.28,-23.28
-21.83,-21.83
-20.87,-20.87
-20.69,-20.69
-20.99,-20.99
-21.55,-21.55
-21.34,-21.34
-20.38,-20.38
-18.93,-18.93
-16.98,-16.98
-15.31,-15.31
-14.15,-14.15
-14.24,-14.24
-14.83,-14.83
-15.66,-15.66
-15.99,-15.99
-15.3,-15.3
-14.13,-14.13
-12.46,-12.46
-10.8,-10.8
-9.41,-9.41
-8.53,-8.53
-8.16,-8.16
-8.29,-8.29
-8.41,-8.41
-8.28,-8.28
-7.41,-7.41
-5.79,-5.79
-4.18,-4.18
-2.84,-2.84
-2.26,-2.26
-2.19,-2.19
-1.86,-1.86
-1.79,-1.79
-0.97,-0.97
-0.15,-0.15
0.91,0.91
1.7,1.7
1.24,1.24
0.04,0.04
-1.66,-1.66
-2.34,-2.34
-2.26,-2.26
-1.18,-1.18
0.13,0.13
1.44,1.44
2.48,2.48
2.77,2.77
2.05,2.05
0.58,0.58
-0.87,-0.87
-2.3,-2.3
-2.98,-2.98
-3.15,-3.15
-3.06,-3.06
-2.73,-2.73
-1.65,-1.65
-0.57,-0.57
0.74,0.74
1.54,1.54
2.34,2.34
3.12,3.12
3.4,3.4
3.17,3.17
1.7,1.7
-0.02,-0.02
-1.71,-1.71
-2.39,-2.39
-1.81,-1.81
-0.73,-0.73
0.33,0.33
1.37,1.37
2.17,2.17
2.7,2.7
2.48,2.48
1.52,1.52
0.31,0.31
-0.64,-0.64
-1.33,-1.33
-1.77,-1.77
-1.94,-1.94
-2.12,-2.12
-1.8,-1.8
-1.97,-1.97
-2.4,-2.4
-3.32,-3.32
-3.73,-3.73
-3.89,-3.89
-3.8,-3.8
-3.7,-3.7
-3.61,-3.61
-3.77,-3.77
-3.42,-3.42
-2.83,-2.83
-2.24,-2.24
-1.66,-1.66
-1.59,-1.59
-1.51,-1.51
-1.93,-1.93
-2.35,-2.35
-2.77,-2.77
-2.68,-2.68
-2.09,-2.09
-1.26,-1.26
-0.68,-0.68
-0.61,-0.61
-1.29,-1.29
-2.21,-2.21
-3.62,-3.62
-4.53,-4.53
-5.42,-5.42
-5.55,-5.55
-4.44,-4.44
-2.33,-2.33
-0.48,-0.48
0.09,0.09
-0.84,-0.84
-2.02,-2.02
-3.18,-3.18
-4.08,-4.08
-4.98,-4.98
-5.61,-5.61
-5.23,-5.23
-3.61,-3.61
-1.76,-1.76
-0.41,-0.41
-0.09,-0.09
0.23,0.23
1.05,1.05
1.87,1.87
2.18,2.18
1.23,1.23
0.05,0.05
-0.63,-0.63
-0.8,-0.8
-0.98,-0.98
-2.14,-2.14
-3.3,-3.3
-3.7,-3.7
-2.59,-2.59
-0.74,-0.74
1.09,1.09
2.41,2.41
2.96,2.96
2.01,2.01
-0.19,-0.19
-3.61,-3.61
-6.5,-6.5
-7.62,-7.62
-6.23,-6.23
-3.59,-3.59
-1.98,-1.98
-1.63,-1.63
-1.79,-1.79
-1.94,-1.94
-2.35,-2.35
-3.0,-3.0
-3.39,-3.39
-2.78,-2.78
-0.67,-0.67
1.92,1.92
3.73,3.73
4.78,4.78
6.31,6.31
9.58,9.58
14.57,14.57
19.77,19.77
24.16,24.16
27.5,27.5
29.32,29.32
29.11,29.11
25.65,25.65
19.96,19.96
14.08,14.08
10.0,10.0
8.2,8.2
7.92,7.92
7.64,7.64
6.86,6.86
5.09,5.09
2.33,2.33
-0.65,-0.65
-3.86,-3.86
-5.53,-5.53
-4.44,-4.44
-0.11,-0.11
6.68,6.68
13.91,13.91
19.32,19.32
21.68,21.68
20.77,20.77
18.36,18.36
15.71,15.71
15.09,15.09
17.23,17.23
21.59,21.59
26.41,26.41
29.43,29.43
29.66,29.66
26.89,26.89
21.4,21.4
14.7,14.7
7.8,7.8
3.48,3.48
2.18,2.18
3.66,3.66
5.11,5.11
4.55,4.55
1.5,1.5
-3.52,-3.52
-8.75,-8.75
-13.93,-13.93
-18.56,-18.56
-22.39,-22.39
-24.19,-24.19
-24.22,-24.22
-22.74,-22.74
-21.77,-21.77
-22.31,-22.31
-23.59,-23.59
-24.61,-24.61
-25.11,-25.11
-24.61,-24.61
-23.1,-23.1
-20.35,-20.35
-16.38,-16.38
-11.69,-11.69
-7.29,-7.29
-3.18,-3.18
0.89,0.89
6.68,6.68
13.41,13.41
20.07,20.07
25.43,25.43
29.98,29.98
35.23,35.23
41.44,41.44
47.82,47.82
52.9,52.9
55.17,55.17
54.91,54.91
51.89,51.89
45.64,45.64
36.45,36.45
26.33,26.33
18.05,18.05
13.59,13.59
12.93,12.93
15.01,15.01
18.58,18.58
23.36,23.36
28.84,28.84
32.77,32.77
31.66,31.66
24.3,24.3
13.0,13.0
1.06,1.06
-8.77,-8.77
-15.52,-15.52
-19.2,-19.2
-19.34,-19.34
-15.98,-15.98
-10.89,-10.89
-5.6,-5.6
-0.61,-0.61
4.84,4.84
10.98,10.98
15.82,15.82
16.36,16.36
11.14,11.14
1.22,1.22
-11.86,-11.86
-26.82,-26.82
-42.64,-42.64
-59.05,-59.05
-74.56,-74.56
-87.92,-87.92
-98.39,-98.39
-106.25,-106.25
-112.02,-112.02
-115.47,-115.47
-116.87,-116.87
-117.25,-117.25
-116.85,-116.85
-115.93,-115.93
-113.77,-113.77
-108.34,-108.34
-99.21,-99.21
-86.89,-86.89
-73.17,-73.17
-59.32,-59.32
-46.33,-46.33
-33.96,-33.96
-23.19,-23.19
-14.02,-14.02
-7.18,-7.18
-2.65,-2.65
0.34,0.34
2.55,2.55
4.24,4.24
5.16,5.16
5.83,5.83
6.74,6.74
8.14,8.14
9.52,9.52
10.89,10.89
12.0,12.0
13.34,13.34
15.17,15.17
16.98,16.98
19.03,19.03
20.55,20.55
22.05,22.05
23.29,23.29
24.51,24.51
25.71,25.71
26.91,26.91
28.08,28.08
29.5,29.5
30.39,30.39
31.02,31.02
31.64,31.64
32.75,32.75
34.1,34.1
35.43,35.43
36.74,36.74
38.03,38.03
39.31,39.31
39.82,39.82
38.82,38.82
36.57,36.57
34.33,34.33
33.61,33.61
34.65,34.65
36.16,36.16
36.91,36.91
35.65,35.65
32.39,32.39
27.41,27.41
21.22,21.22
15.33,15.33
10.99,10.99
9.44,9.44
10.91,10.91
14.11,14.11
17.02,17.02
18.16,18.16
17.54,17.54
16.16,16.16
14.55,14.55
13.95,13.95
14.36,14.36
15.76,15.76
17.89,17.89
19.25,19.25
19.35,19.35
17.94,17.94
15.29,15.29
11.91,11.91
7.82,7.82
3.01,3.01
-2.51,-2.51
-8.23,-8.23
-13.39,-13.39
-17.26,-17.26
-19.83,-19.83
-21.38,-21.38
-21.91,-21.91
-22.19,-22.19
-22.21,-22.21
-22.72,-22.72
-23.98,-23.98
-25.72,-25.72
-27.19,-27.19
-28.39,-28.39
-29.58,-29.58
-31.01,-31.01
-32.91,-32.91
-34.54,-34.54
-35.66,-35.66
-36.51,-36.51
-37.34,-37.34
-37.91,-37.91
-36.97,-36.97
-33.79,-33.79
-28.87,-28.87
-23.0,-23.0
-16.93,-16.93
-11.41,-11.41
-6.44,-6.44
-2.01,-2.01
2.12,2.12
5.72,5.72
9.29,9.29
13.32,13.32
16.81,16.81
19.27,19.27
20.45,20.45
20.87,20.87
21.28,21.28
21.43,21.43
21.83,21.83
22.22,22.22
23.36,23.36
25.48,25.48
28.33,28.33
31.39,31.39
33.68,33.68
34.44,34.44
33.69,33.69
31.94,31.94
29.7,29.7
28.22,28.22
27.51,27.51
27.29,27.29
27.33,27.33
27.11,27.11
26.39,26.39
25.67,25.67
24.96,24.96
24.24,24.24
23.28,23.28
22.33,22.33
21.63,21.63
21.93,21.93
23.23,23.23
24.76,24.76
25.52,25.52
25.03,25.03
23.78,23.78
22.54,22.54
21.56,21.56
20.84,20.84
20.62,20.62
20.64,20.64
20.67,20.67
20.69,20.69
20.21,20.21
19.23,19.23
19.0,19.0
19.78,19.78
21.54,21.54
23.79,23.79
25.51,25.51
26.46,26.46
26.9,26.9
27.33,27.33
27.5,27.5
27.17,27.17
26.83,26.83
26.0,26.0
24.91,24.91
23.09,23.09
21.28,21.28
19.98,19.98
19.44,19.44
19.4,19.4
19.61,19.61
19.56,19.56
19.01,19.01
17.97,17.97
16.93,16.93
15.9,15.9
14.62,14.62
13.11,13.11
11.6,11.6
10.61,10.61
10.13,10.13
9.89,9.89
9.41,9.41
8.68,8.68
7.96,7.96
6.74,6.74
5.54,5.54
4.34,4.34
3.65,3.65
3.47,3.47
3.79,3.79
4.36,4.36
4.67,4.67
4.73,4.73
4.53,4.53
4.09,4.09
3.4,3.4
2.22,2.22
1.54,1.54
1.38,1.38
2.21,2.21
3.04,3.04
3.1,3.1
2.92,2.92
1.99,1.99
0.56,0.56
-0.85,-0.85
-2.99,-2.99
-4.62,-4.62
-5.23,-5.23
-5.34,-5.34
-5.69,-5.69
-7.79,-7.79
-11.37,-11.37
-15.17,-15.17
-17.43,-17.43
-18.91,-18.91
-20.13,-20.13
-20.83,-20.83
-20.28,-20.28
-17.97,-17.97
-14.69,-14.69
-11.93,-11.93
-10.95,-10.95
-10.22,-10.22
-7.75,-7.75
-3.55,-3.55
0.11,0.11
2.24,2.24
1.85,1.85
-0.04,-0.04
-2.66,-2.66
-5.75,-5.75
-8.32,-8.32
-9.36,-9.36
-8.14,-8.14
-5.94,-5.94
-5.25,-5.25
-7.06,-7.06
-11.11,-11.11
-15.12,-15.12
-18.59,-18.59
-22.28,-22.28
-26.93,-26.93
-31.78,-31.78
-35.59,-35.59
-37.85,-37.85
-39.84,-39.84
-42.05,-42.05
-44.48,-44.48
-45.39,-45.39
-44.79,-44.79
-42.68,-42.68
-40.58,-40.58
-38.0,-38.0
-33.93,-33.93
-28.15,-28.15
-22.16,-22.16
-17.73,-17.73
-14.59,-14.59
-11.71,-11.71
-7.87,-7.87
-4.31,-4.31
-2.28,-2.28
-2.27,-2.27
-4.01,-4.01
-4.98,-4.98
-3.95,-3.95
-1.17,-1.17
2.59,2.59
6.8,6.8
10.98,10.98
13.87,13.87
14.73,14.73
13.58,13.58
11.94,11.94
11.56,11.56
11.94,11.94
12.06,12.06
11.67,11.67
11.29,11.29
11.41,11.41
12.27,12.27
12.63,12.63
12.73,12.73
13.83,13.83
17.67,17.67
23.97,23.97
29.95,29.95
32.88,32.88
32.28,32.28
29.18,29.18
25.1,25.1
19.8,19.8
14.3,14.3
9.35,9.35
6.69,6.69
6.81,6.81
7.42,7.42
6.28,6.28
3.14,3.14
-0.71,-0.71
-4.04,-4.04
-6.32,-6.32
-8.34,-8.34
-10.34,-10.34
-11.82,-11.82
-12.28,-12.28
-13.49,-13.49
-16.93,-16.93
-23.34,-23.34
-30.94,-30.94
-38.21,-38.21
-44.16,-44.16
-49.55,-49.55
-53.64,-53.64
-57.18,-57.18
-59.92,-59.92
-62.64,-62.64
-66.07,-66.07
-69.45,-69.45
-71.55,-71.55
-71.12,-71.12
-68.43,-68.43
-66.25,-66.25
-66.09,-66.09
-66.91,-66.91
-66.47,-66.47
-63.77,-63.77
-59.09,-59.09
-54.19,-54.19
-49.32,-49.32
-45.25,-45.25
-42.45,-42.45
-41.93,-41.93
-44.4,-44.4
-48.59,-48.59
-52.98,-52.98
-57.09,-57.09
-62.14,-62.14
-68.13,-68.13
-74.57,-74.57
-78.68,-78.68
-79.24,-79.24
-77.54,-77.54
-74.84,-74.84
-72.15,-72.15
-68.72,-68.72
-65.07,-65.07
-61.44,-61.44
-58.34,-58.34
-54.0,-54.0
-46.7,-46.7
-35.7,-35.7
-22.3,-22.3
-8.77,-8.77
2.89,2.89
12.19,12.19
18.15,18.15
20.31,20.31
17.95,17.95
11.6,11.6
2.81,2.81
-6.65,-6.65
-14.52,-14.52
-19.32,-19.32
-19.32,-19.32
-13.32,-13.32
-2.62,-2.62
8.98,8.98
16.72,16.72
18.64,18.64
15.79,15.79
11.47,11.47
6.93,6.93
1.18,1.18
-7.01,-7.01
-15.88,-15.88
-23.42,-23.42
-27.63,-27.63
-28.56,-28.56
-26.21,-26.21
-19.39,-19.39
-6.88,-6.88
9.02,9.02
25.28,25.28
40.13,40.13
54.59,54.59
71.16,71.16
89.82,89.82
106.79,106.79
116.85,116.85
117.54,117.54
108.21,108.21
89.95,89.95
64.84,64.84
37.95,37.95
17.05,17.05
10.59,10.59
21.44,21.44
43.93,43.93
66.71,66.71
79.03,79.03
77.47,77.47
65.66,65.66
52.45,52.45
42.85,42.85
37.59,37.59
35.12,35.12
34.91,34.91
35.2,35.2
30.98,30.98
18.05,18.05
-4.02,-4.02
-32.39,-32.39
-63.24,-63.24
-92.3,-92.3
-114.84,-114.84
-125.89,-125.89
-122.08,-122.08
-104.54,-104.54
-77.88,-77.88
-48.22,-48.22
-20.56,-20.56
2.84,2.84
20.54,20.54
32.56,32.56
39.73,39.73
46.57,46.57
56.59,56.59
71.01,71.01
86.54,86.54
98.66,98.66
104.91,104.91
104.84,104.84
101.0,101.0
97.68,97.68
99.62,99.62
108.03,108.03
118.35,118.35
121.56,121.56
111.47,111.47
89.2,89.2
61.13,61.13
35.3,35.3
17.45,17.45
7.52,7.52
1.92,1.92
-5.12,-5.12
-16.86,-16.86
-33.73,-33.73
-52.44,-52.44
-70.23,-70.23
-83.34,-83.34
-87.56,-87.56
-79.99,-79.99
-60.73,-60.73
-35.63,-35.63
-12.75,-12.75
-0.33,-0.33
-2.52,-2.52
-16.95,-16.95
-34.24,-34.24
-43.62,-43.62
-36.65,-36.65
-13.49,-13.49
17.95,17.95
47.61,47.61
67.24,67.24
74.93,74.93
70.04,70.04
53.19,53.19
25.23,25.23
-11.48,-11.48
-51.11,-51.11
-86.61,-86.61
-111.53,-111.53
-124.7,-124.7
-130.98,-130.98
-136.44,-136.44
-143.32,-143.32
-149.87,-149.87
-152.59,-152.59
-148.26,-148.26
-136.7,-136.7
-118.72,-118.72
-96.63,-96.63
-72.49,-72.49
-48.3,-48.3
-24.83,-24.83
-3.32,-3.32
16.74,16.74
34.38,34.38
48.84,48.84
60.16,60.16
69.62,69.62
78.23,78.23
85.52,85.52
89.95,89.95
91.59,91.59
92.45,92.45
94.8,94.8
99.36,99.36
105.09,105.09
110.03,110.03
114.14,114.14
117.95,117.95
121.72,121.72
124.42,124.42
125.34,125.34
125.48,125.48
125.84,125.84
126.19,126.19
125.77,125.77
123.31,123.31
119.87,119.87
117.2,117.2
116.03,116.03
115.61,115.61
114.91,114.91
113.45,113.45
113.0,113.0
113.53,113.53
114.05,114.05
112.53,112.53
108.52,108.52
103.28,103.28
98.31,98.31
93.62,93.62
88.98,88.98
84.1,84.1
80.26,80.26
78.19,78.19
76.62,76.62
74.06,74.06
70.02,70.02
65.49,65.49
61.25,61.25
57.79,57.79
53.85,53.85
48.95,48.95
44.07,44.07
40.73,40.73
38.93,38.93
37.63,37.63
35.84,35.84
33.05,33.05
30.54,30.54
28.04,28.04
24.57,24.57
19.37,19.37
13.22,13.22
7.62,7.62
3.32,3.32
-0.69,-0.69
-5.66,-5.66
-11.09,-11.09
-15.22,-15.22
-17.3,-17.3
-18.62,-18.62
-20.17,-20.17
-22.2,-22.2
-23.71,-23.71
-24.2,-24.2
-25.19,-25.19
-27.66,-27.66
-31.36,-31.36
-34.26,-34.26
-34.89,-34.89
-34.25,-34.25
-34.12,-34.12
-35.48,-35.48
-37.57,-37.57
-39.14,-39.14
-40.93,-40.93
-44.21,-44.21
-48.7,-48.7
-52.64,-52.64
-55.04,-55.04
-55.4,-55.4
-56.01,-56.01
-57.1,-57.1
-58.67,-58.67
-59.47,-59.47
-59.25,-59.25
-59.28,-59.28
-60.04,-60.04
-60.29,-60.29
-59.03,-59.03
-56.52,-56.52
-54.53,-54.53
-53.29,-53.29
-52.81,-52.81
-51.58,-51.58
-49.34,-49.34
-47.63,-47.63
-47.17,-47.17
-47.2,-47.2
-46.98,-46.98
-45.26,-45.26
-43.54,-43.54
-42.34,-42.34
-41.38,-41.38
-40.18,-40.18
-38.23,-38.23
-36.3,-36.3
-35.63,-35.63
-36.21,-36.21
-36.28,-36.28
-35.09,-35.09
-33.16,-33.16
-32.24,-32.24
-32.07,-32.07
-32.41,-32.41
-32.23,-32.23
-32.05,-32.05
-32.62,-32.62
-34.17,-34.17
-35.71,-35.71
-35.73,-35.73
-34.73,-34.73
-34.0,-34.0
-33.77,-33.77
-33.53,-33.53
-32.3,-32.3
-30.31,-30.31
-29.59,-29.59
-30.38,-30.38
-31.65,-31.65
-32.16,-32.16
-31.4,-31.4
-30.9,-30.9
-31.4,-31.4
-32.39,-32.39
-32.61,-32.61
-32.08,-32.08
-31.8,-31.8
-32.77,-32.77
-34.21,-34.21
-34.4,-34.4
-33.07,-33.07
-31.51,-31.51
-30.7,-30.7
-30.9,-30.9
-30.59,-30.59
-29.27,-29.27
-27.72,-27.72
-27.42,-27.42
-27.87,-27.87
-28.32,-28.32
-27.76,-27.76
-26.7,-26.7
-25.89,-25.89
-25.84,-25.84
-25.53,-25.53
-23.97,-23.97
-21.92,-21.92
-21.14,-21.14
-21.37,-21.37
-21.84,-21.84
-21.79,-21.79
-21.5,-21.5
-21.71,-21.71
-22.91,-22.91
-23.59,-23.59
-23.02,-23.02
-21.45,-21.45
-20.89,-20.89
-21.83,-21.83
-23.01,-23.01
-22.92,-22.92
-21.59,-21.59
-20.26,-20.26
-19.69,-19.69
-19.37,-19.37
-18.05,-18.05
-15.75,-15.75
-13.96,-13.96
-13.68,-13.68
-14.16,-14.16
-14.13,-14.13
-12.59,-12.59
-11.07,-11.07
-10.31,-10.31
-10.06,-10.06
-8.56,-8.56
-5.82,-5.82
-2.85,-2.85
-1.66,-1.66
-1.73,-1.73
-1.8,-1.8
-0.88,-0.88
0.55,0.55
0.71,0.71
0.11,0.11
0.03,0.03
1.19,1.19
3.09,3.09
3.98,3.98
3.36,3.36
2.49,2.49
2.37,2.37
2.52,2.52
2.4,2.4
1.54,1.54
0.94,0.94
2.34,2.34
4.98,4.98
6.84,6.84
7.44,7.44
7.78,7.78
9.36,9.36
11.43,11.43
12.98,12.98
12.51,12.51
11.05,11.05
10.34,10.34
10.39,10.39
9.94,9.94
8.49,8.49
7.31,7.31
7.38,7.38
9.45,9.45
11.5,11.5
12.53,12.53
12.3,12.3
12.07,12.07
13.09,13.09
13.85,13.85
14.1,14.1
13.85,13.85
14.59,14.59
16.08,16.08
17.3,17.3
16.76,16.76
15.47,15.47
14.68,14.68
15.16,15.16
16.37,16.37
16.58,16.58
16.03,16.03
15.23,15.23
15.43,15.43
15.64,15.64
